"event_id","name","start_time","end_time","timezone","location","description","event_type","link","latitude","longitude","liked_count","viewed_count","trending_score"
36,Natural and Manmade Hazards Under Changing Environments,"2025-05-09 10:30:00",,EDT,,"The New University in Exile Consortium is delighted to offer a range of free and open Spring 2025 co-led online seminars.
Taught by two displaced, endangered scholars, these seminars are an important way for Consortium scholars to reconnect with students, the classroom, and the academic world more generally. While safe from threats of violence and retribution, many of our scholars remain in a second exile on the campuses of their host universities.
Natural and Manmade Hazards Under Changing Environments
Every Friday, March 7 – May 9, 2025 | 10:30 AM - 12:00 PM ET
This 10-week seminar focuses on the multifaceted and complex impacts of natural and anthropogenic hazards on societies under changing environments. Natural impacts include droughts, flooding, landslides, wildfires, and anthropogenic impacts such as deforestation, armed conflict, environmental pollution and contamination, and climate change will be covered in the seminar.
The course will familiarize students with key concepts, theories, and approaches in responding, studying, and assessing these hazards. This seminar is crucial in ensuring the safety and resilience of societies through effective mitigation strategies and emergency preparedness plans by the policymakers, stakeholders, and the wider community. This also helps to minimize the impacts of disasters on human lives, infrastructure, and the environment by ultimately creating more sustainable and resilient communities.",Online only,https://events.brown.edu/event/306259-natural-and-manmade-hazards-under-changing,,,0,0,0.0
37,GMP Lunch Bunch: Tom Williams,"2025-05-09 12:00:00",,EDT,Lincoln Field Building,Tom Williams (Brown DEEPS) – Title TBD,,https://events.brown.edu/event/304364-gmp-lunch-bunch-tom-williams,41.826,-71.4013,0,0,0.0
38,"CANCELED: CAAS Rounds: Robert Rosales, Ph.D. - Title TBD","2025-05-09 12:00:00","2025-05-09 13:00:00",EDT,"121 South Main Street","Please join us for CAAS Rounds on Friday, May 9th at 12 PM in the School of Public Health, Room 245. Robert Rosales, Ph.D. will present (Title TBD). This event is in-person only. We hope to see you there!",,https://events.brown.edu/event/303943-caas-rounds-robert-rosales-phd-title-tbd,41.824,-71.407,0,0,0.0
39,Continuing Updates: Webinar with Immigration Attorneys (For Students),"2025-05-09 12:00:00","2025-05-09 13:00:00",EDT,,"The Office of Global Engagement is pleased to announce additional webinars addressing new and ongoing federal immigration enforcement actions. Our recent webinars, hosted in collaboration with colleagues across various offices, were well-attended and well-received, and we look forward to continuing to provide valuable information on this important topic to the Brown community.
In these upcoming sessions, Immigration Attorneys Megan Parker-Johnson and Prasant Desai from Iandoli Desai & Cronin P.C. will discuss the evolving Department of Homeland Security enforcement actions impacting non-citizen students and professionals on various visa statuses. They will also provide an overview of civil liberties within the immigration context and address audience questions.
We will once again host two sessions specifically for staff and faculty (including postdoctoral scholars) and two sessions exclusively for students (including admitted students). The webinars will not be recorded. Each session will cover the same material so please register for a date and time that best suits your schedule.
Students: Friday, May 9: 12:00 PM to 1:00 PM, or Tuesday, May 13: 4:00 PM to 5:00 PM. Please register here.
If you prefer to submit your questions anonymously and in advance, we invite you to do so via the Anonymous Questions and Feedback Form.
If you have any questions, please contact globalbrown@brown.edu",Online only,https://events.brown.edu/event/310908-continuing-updates-webinar-with-immigration-attorneys,,,0,0,0.0
40,Handshake’s Just In Time Fair: Engineering Focused,"2025-05-09 12:00:00","2025-05-09 15:00:00",EDT,Virtual,"Are you ready to explore exciting opportunities, connect with industry leaders, and shape the future of your career journey? This fair is the perfect opportunity to do so! Join us virtually on Friday, May 9, to network with top employers who are eager to recruit talent like you.
What to Expect
1:1 Sessions: Connect directly with employers and ask questions to learn about specific roles.
Group Sessions: Participate in enlightening sessions and expert panels to explore available opportunities and understand company culture.
Networking Opportunities: Form relationships that may result in internships, job offers, or mentorship.",Online only,https://events.brown.edu/event/310671-handshakes-just-in-time-fair-engineering-focused,41.8262,-71.4027,0,0,0.0
41,Daily Mass - Brown-RISD Catholic Community,"2025-05-09 12:05:00",,EDT,"51 Prospect Street","Please join us for adoration, confession and daily mass every Friday at the Brown-RISD Catholic Center, located at 51 Prospect Street.
  12:05 PM - Mass",,https://events.brown.edu/event/304485-daily-mass-brown-risd-catholic-community,,,0,0,0.0
42,Jumuah Prayer (Muslim Friday Service),"2025-05-09 13:00:00",,EDT,Stephen Robert ’62 Campus Center,"Adnan (call to prayer) called at 1:00 pm
Khutba (sermon) begins at 1:10 pm
Service finishes by 1:45 pm Lunch follows immediately after.
_____________________________
Jumuah prayer is held on the Brown campus while classes are in session. Only one service is held each week.
Conflicts and accommodation. You may occasionally have a course obligation that unavoidably conflicts with Jumuah prayer. Brown’s religious observance policy requires faculty, upon being notified by their students, to make reasonable accommodations for prayer and holiday observance. Most faculty will happily do their best to work it out. If this is your situation, please politely inform your instructor of your obligation as early as possible in the semester. A note to the faculty can easily be arranged if requested. If there’s a more complicated issue, or if you are facing a resistant or punitive faculty member, please email Imam Amir to discuss.

Call for volunteers. To set up up for prayer and clean up after lunch, we need volunteers! With regular help, this can easily be completed in ten minutes or less on each end. Please sign up here if you can give your time. These volunteers will work under the direction of the BMSC Coordinator (see next section) and Imam Amir.",,https://events.brown.edu/event/304782-jumuah-prayer-muslim-friday-service,41.8268,-71.4031,0,0,0.0
43,Study Abroad in Australia or New Zealand *VIRTUAL* Info Session - DAY CHANGE,"2025-05-09 13:00:00","2025-05-09 14:00:00",EDT,Zoom Meeting ID: 994 8304 8982,"DAY CHANGE TO MAY 9TH AT 1PM– Come learn more about our approved study abroad locations in Australia (Melbourne, Sydney, Tropical North Queensland) and New Zealand (Auckland, Christchurch, Dunedin)!
Check out the links to the left under “Related Content” to explore program websites.",Online only,https://events.brown.edu/event/308376-study-abroad-in-australia-or-new-zealand-virtual-info,,,0,0,0.0
44,Alumni Career Initiative - Leadership in Politics & Policy: Q&A with Two Chiefs of Staff on...,"2025-05-09 13:00:00","2025-05-09 14:00:00",EDT,,Learn More,,https://events.brown.edu/event/310880-alumni-career-initiative-leadership-in-politics,,,0,0,0.0
45,Dennis Doh Hyun Kim Piano Recital,"2025-05-09 13:30:00","2025-05-09 15:00:00",EDT,Grant Recital Hall,"Dennis (Doh Hyun) Kim ’25, performs works for solo piano by Chopin, Rachmaninoff, Liszt, and Schumann for his Senior Capstone Recital. Admission is free and open to the public.
Program
Frédéric Chopin: Ballade no. 1 in g minor, op. 23
Franz Liszt: Liebesträume no. 3 in Ab major, s. 541
Sergei Rachmaninoff: Prelude no. 5 in G minor, op. 23
Robert Schumann: Kinderszenen no. 7 “Träumerei” in F major, op. 15
George Gershwin: Rhapsody in Blue (with Jane Hwang as the accompanist)",,https://events.brown.edu/event/308617-dennis-doh-hyun-kim-piano-recital,41.8249,-71.3966,0,0,0.0
46,NSGP Thesis Defense: Adrianne Michèle Corseri,"2025-05-09 14:00:00",,EDT,Sidney E. Frank Hall for Life Sciences,"Title:  Epigenetic landscape of hypoxic glioblastoma using single nuclei multiomics
Advisor: Dr. Nikos Tapinos",,https://events.brown.edu/event/309962-nsgp-thesis-defense-adrianne-michele-corseri,41.8289,-71.4025,0,0,0.0
47,Social & Cognitive Science Brown Bag Seminar Series: Dr. Afiya Mbilishaka,"2025-05-09 14:00:00","2025-05-09 15:30:00",EDT,,"Soc-Cog Seminar: Dr. Afiya Mbilishaka
Friday, May 9⋅2:00 – 3:30pm
https://brown.zoom.us/j/94501582932",Online only,https://events.brown.edu/event/306216-social-cognitive-science-brown-bag-seminar,,,0,0,0.0
